read_id	primer_hit_01_start	primer_hit_01_end	primer_hit_02_start	primer_hit_02_end	adaptor_hit_start	adaptor_hit_end
GGBKTAO02BVVQY length=244 xy=0656_0232 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPQD2 length=485 xy=0586_0072 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B08G8 length=327 xy=0717_0154 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BORMQ length=77 xy=0575_0080 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT09J length=442 xy=0635_0085 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLVEU length=336 xy=0542_0180 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXS7F length=390 xy=0678_0137 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT4H5 length=103 xy=0636_0187 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPALY length=423 xy=0581_0100 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNC65 length=173 xy=0559_0255 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPGXL length=335 xy=0583_0103 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM9XK length=482 xy=0558_0118 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BU6FP length=296 xy=0648_0195 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSGGQ length=218 xy=0617_0200 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B10VH length=47 xy=0726_0091 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BW0RB length=124 xy=0669_0133 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BP9CQ length=365 xy=0592_0072 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQCL9 length=446 xy=0593_0207 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRHMB length=247 xy=0606_0097 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPM9G length=480 xy=0585_0114 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTUW4 length=174 xy=0633_0054 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BP233 length=374 xy=0590_0177 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUTQA length=44 xy=0644_0112 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO050 length=336 xy=0578_0150 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXMXV length=112 xy=0676_0209 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1BJ3 length=163 xy=0718_0049 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOX2R length=233 xy=0577_0241 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZ3DL length=182 xy=0704_0135 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPQIZ length=233 xy=0586_0249 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLLXF length=57 xy=0539_0177 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLIQ5 length=487 xy=0538_0159 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM0HQ length=303 xy=0555_0172 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL4SL length=45 xy=0545_0051 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOE2P length=58 xy=0571_0191 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL4VS length=429 xy=0545_0166 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUDX1 length=194 xy=0639_0135 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVCRR length=257 xy=0650_0213 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS2JR length=365 xy=0624_0149 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLYL6 length=346 xy=0543_0236 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSJMX length=152 xy=0618_0215 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZ3EL length=194 xy=0704_0171 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUDXD length=318 xy=0639_0111 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTRU5 length=263 xy=0632_0191 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BU6DL length=171 xy=0648_0119 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN2DH length=493 xy=0567_0115 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM0GU length=278 xy=0555_0140 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSS2Y length=473 xy=0621_0168 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV45D length=484 xy=0659_0127 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWEKY length=430 xy=0662_0064 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQVKM length=97 xy=0599_0196 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXS6R length=225 xy=0678_0113 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO03K length=364 xy=0578_0062 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSZFQ length=85 xy=0623_0212 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSMQT length=331 xy=0619_0147 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0PKI length=327 xy=0711_0224 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0YWY length=360 xy=0714_0048 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMED5 length=276 xy=0548_0203 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXMUQ length=215 xy=0676_0096 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLFJ1 length=419 xy=0537_0111 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BORQS length=319 xy=0575_0226 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQSBX length=494 xy=0598_0091 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO061 length=373 xy=0578_0187 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BU9KR length=278 xy=0649_0169 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWBGG length=372 xy=0661_0110 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0CU6 length=177 xy=0707_0144 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWHQL length=180 xy=0663_0059 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZAWZ length=53 xy=0695_0113 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQO5J length=455 xy=0597_0069 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRUC2 length=276 xy=0610_0228 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BW96W length=327 xy=0672_0070 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT7LQ length=81 xy=0637_0108 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPZU1 length=484 xy=0589_0059 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPTNM length=470 xy=0587_0208 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN8O9 length=475 xy=0569_0123 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSSZ2 length=310 xy=0621_0064 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYB89 length=346 xy=0684_0251 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUG2B length=307 xy=0640_0081 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLR7D length=212 xy=0541_0119 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXAAG length=289 xy=0672_0198 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL1NB length=330 xy=0544_0069 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1BML length=81 xy=0718_0139 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BY4NI length=492 xy=0693_0188 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYFDW length=76 xy=0685_0210 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYU2C length=290 xy=0690_0050 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B05CZ length=45 xy=0716_0209 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BU29Z length=288 xy=0647_0197 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT4JY length=308 xy=0636_0252 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMKQF length=526 xy=0550_0229 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BK506 length=437 xy=0534_0056 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXP0D length=34 xy=0677_0091 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO06U length=104 xy=0578_0180 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNPRA length=520 xy=0563_0148 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLVEK length=193 xy=0542_0170 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BY7SR length=419 xy=0694_0169 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BP57K length=307 xy=0591_0094 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOUTE length=312 xy=0576_0112 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQIVV length=348 xy=0595_0137 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1K1R length=178 xy=0721_0061 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMNVQ length=63 xy=0551_0212 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLO4Q length=424 xy=0540_0232 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQ4YW length=171 xy=0602_0086 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN2B5 length=79 xy=0567_0067 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVVQV length=157 xy=0656_0229 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BP58N length=325 xy=0591_0133 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BU9KN length=406 xy=0649_0165 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRKR8 length=260 xy=0607_0102 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1XTE length=319 xy=0725_0224 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPZX9 length=504 xy=0589_0175 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVL9S length=89 xy=0653_0238 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUWUT length=514 xy=0645_0067 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPQFN length=371 xy=0586_0129 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNF8G length=322 xy=0560_0094 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT4GW length=95 xy=0636_0142 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLO20 length=209 xy=0540_0170 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMT77 length=476 xy=0553_0245 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPGZ3 length=133 xy=0583_0193 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR6Z6 length=158 xy=0614_0228 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTRR9 length=330 xy=0632_0087 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLCGU length=422 xy=0536_0204 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLFM8 length=184 xy=0537_0226 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL1OZ length=266 xy=0544_0129 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQLZ9 length=300 xy=0596_0087 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV45U length=178 xy=0659_0144 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOOIE length=537 xy=0574_0132 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOUSK length=222 xy=0576_0082 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNSZY length=336 xy=0564_0252 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNJDD length=481 xy=0561_0063 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0CSZ length=482 xy=0707_0065 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRBC7 length=312 xy=0604_0185 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1K1O length=231 xy=0721_0058 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV78Z length=46 xy=0660_0049 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPWTV length=222 xy=0588_0225 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYU3F length=141 xy=0690_0089 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSDAL length=359 xy=0616_0187 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1BLX length=278 xy=0718_0115 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUWVL length=308 xy=0645_0095 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZZ7N length=384 xy=0703_0129 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUKCF length=424 xy=0641_0237 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BP9HI length=413 xy=0592_0244 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL4WV length=136 xy=0545_0205 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM0G4 length=267 xy=0555_0150 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXJOW length=373 xy=0675_0094 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSJLC length=170 xy=0618_0158 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQYM4 length=213 xy=0600_0078 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSMN6 length=382 xy=0619_0052 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN2ER length=518 xy=0567_0161 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZD4O length=328 xy=0696_0182 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNV3E length=427 xy=0565_0168 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM9YG length=374 xy=0558_0150 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTUZB length=44 xy=0633_0133 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMW9K length=499 xy=0554_0086 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXJOE length=281 xy=0675_0076 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMW98 length=142 xy=0554_0110 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOE3A length=51 xy=0571_0212 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYYB3 length=289 xy=0691_0193 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM6VD length=293 xy=0557_0247 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR94C length=313 xy=0615_0170 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN8SO length=477 xy=0569_0246 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLVB4 length=322 xy=0542_0082 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BW63Q length=51 xy=0671_0164 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQVLN length=164 xy=0599_0233 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BLR93 length=392 xy=0541_0217 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM6UR length=519 xy=0557_0225 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVVNB length=526 xy=0656_0101 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRN0Z length=195 xy=0608_0209 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRBDV length=542 xy=0604_0209 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNMNK length=544 xy=0562_0222 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXJPG length=95 xy=0675_0114 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL1PA length=426 xy=0544_0140 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZZ7R length=392 xy=0703_0133 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVFVW length=337 xy=0651_0154 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYYDK length=493 xy=0691_0246 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSZFM length=502 xy=0623_0208 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXP3C length=300 xy=0677_0198 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUNH0 length=206 xy=0642_0230 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPZWB length=172 xy=0589_0105 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRUBI length=500 xy=0610_0172 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR902 length=422 xy=0615_0052 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMQZM length=371 xy=0552_0144 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUDYE length=203 xy=0639_0148 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNGBE length=492 xy=0560_0200 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUTS5 length=507 xy=0644_0215 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS5N4 length=207 xy=0625_0098 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOH4H length=106 xy=0572_0047 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWUIV length=528 xy=0667_0245 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWBGT length=320 xy=0661_0123 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM6QB length=427 xy=0557_0065 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUG5J length=153 xy=0640_0197 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNJHW length=49 xy=0561_0226 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTLJ5 length=263 xy=0630_0211 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPZX2 length=260 xy=0589_0168 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT086 length=352 xy=0635_0072 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXMTF length=296 xy=0676_0049 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BORO5 length=61 xy=0575_0167 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZAVK length=462 xy=0695_0062 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNPQT length=426 xy=0563_0131 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0MAO length=391 xy=0710_0078 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPM74 length=169 xy=0585_0066 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUG6L length=486 xy=0640_0235 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0PG1 length=550 xy=0711_0099 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZAWD length=402 xy=0695_0091 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRQ7X length=321 xy=0609_0251 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPQEB length=525 xy=0586_0081 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BW96L length=372 xy=0672_0059 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSJIC length=344 xy=0618_0050 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWBGX length=504 xy=0661_0127 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM91B length=514 xy=0558_0253 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOOHL length=249 xy=0574_0103 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXMWW length=316 xy=0676_0174 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV44W length=472 xy=0659_0110 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
